GEOID,GEOCODE,STATE,COUNTY,COUSUB,AREALAND,AREAWATR,BASENAME,NAME,POP100,county_name
0600000US5503323350,5503323350,55,33,23350,87182766,101558,Elk Mound,Elk Mound town,1897,Dunn
0600000US5503330300,5503330300,55,33,30300,95404210,1375094,Grant,Grant town,395,Dunn
0600000US5503333400,5503333400,55,33,33400,92184846,1019583,Hay River,Hay River town,627,Dunn
0600000US5503339975,5503339975,55,33,39975,4065711,13980,Knapp,Knapp village,478,Dunn
0600000US5503346175,5503346175,55,33,46175,92470030,46361,Lucas,Lucas town,698,Dunn
0600000US5503351025,5503351025,55,33,51025,35469993,4511056,Menomonie,Menomonie city,16843,Dunn
0600000US5503351050,5503351050,55,33,51050,108128312,621826,Menomonie,Menomonie town,3415,Dunn
0600000US5503356775,5503356775,55,33,56775,94060392,115312,New Haven,New Haven town,673,Dunn
0600000US5503360725,5503360725,55,33,60725,95132249,387455,Otter Creek,Otter Creek town,498,Dunn
0600000US5503362125,5503362125,55,33,62125,50227955,3166322,Peru,Peru town,233,Dunn
0600000US5503366550,5503366550,55,33,66550,101422220,2433078,Red Cedar,Red Cedar town,2359,Dunn
0600000US5503367800,5503367800,55,33,67800,1190854,445,Ridgeland,Ridgeland village,258,Dunn
0600000US5503368700,5503368700,55,33,68700,79349242,2146900,Rock Creek,Rock Creek town,1003,Dunn
0600000US5503371425,5503371425,55,33,71425,92636772,1153225,Sand Creek,Sand Creek town,603,Dunn
0600000US5503373300,5503373300,55,33,73300,92680559,682559,Sheridan,Sheridan town,460,Dunn
0600000US5503373375,5503373375,55,33,73375,91288856,271461,Sherman,Sherman town,922,Dunn
0600000US5503375750,5503375750,55,33,75750,155570683,3537397,Spring Brook,Spring Brook town,1687,Dunn
0600000US5503376650,5503376650,55,33,76650,87770509,14547,Stanton,Stanton town,758,Dunn
0600000US5503378975,5503378975,55,33,78975,85147984,7110374,Tainter,Tainter town,2643,Dunn
0600000US5503379775,5503379775,55,33,79775,77936931,168133,Tiffany,Tiffany town,617,Dunn
0600000US5503385975,5503385975,55,33,85975,107443687,84955,Weston,Weston town,574,Dunn
0600000US5503386575,5503386575,55,33,86575,2129815,118959,Wheeler,Wheeler village,326,Dunn
0600000US5503387375,5503387375,55,33,87375,92087511,15421,Wilson,Wilson town,504,Dunn
0600000US5503501550,5503501550,55,35,1550,12257458,646438,Altoona,Altoona city,8293,Eau Claire
0600000US5503503825,5503503825,55,35,3825,5721705,0,Augusta,Augusta city,1567,Eau Claire
0600000US5503509500,5503509500,55,35,9500,264621441,4763257,Bridge Creek,Bridge Creek town,2214,Eau Claire
0600000US5503510625,5503510625,55,35,10625,94806314,1610144,Brunswick,Brunswick town,1958,Eau Claire
0600000US5503515200,5503515200,55,35,15200,93343913,0,Clear Creek,Clear Creek town,778,Eau Claire
0600000US5503520800,5503520800,55,35,20800,93145995,397,Drammen,Drammen town,792,Eau Claire
0600000US5503522300,5503522300,55,35,22300,74787327,5219300,Eau Claire,Eau Claire city,67238,Eau Claire
0600000US5503524825,5503524825,55,35,24825,3767325,66928,Fairchild,Fairchild village,451,Eau Claire
0600000US5503524850,5503524850,55,35,24850,89649891,70510,Fairchild,Fairchild town,450,Eau Claire
0600000US5503525125,5503525125,55,35,25125,5307558,60577,Fall Creek,Fall Creek village,1422,Eau Claire
0600000US5503544350,5503544350,55,35,44350,149996628,922446,Lincoln,Lincoln town,1125,Eau Claire
0600000US5503546275,5503546275,55,35,46275,118581018,341718,Ludington,Ludington town,1067,Eau Claire
0600000US5503560750,5503560750,55,35,60750,91998890,0,Otter Creek,Otter Creek town,427,Eau Claire
0600000US5503563400,5503563400,55,35,63400,140366927,0,Pleasant Valley,Pleasant Valley town,3791,Eau Claire
0600000US5503572675,5503572675,55,35,72675,80636898,2711846,Seymour,Seymour town,3352,Eau Claire
0600000US5503581550,5503581550,55,35,81550,69321586,1510184,Union,Union town,2696,Eau Claire
0600000US5503583612,5503583612,55,35,83612,140482464,895742,Washington,Washington town,7662,Eau Claire
0600000US5503587400,5503587400,55,35,87400,123417889,29064,Wilson,Wilson town,427,Eau Claire
0600000US5503703875,5503703875,55,37,3875,98386921,892371,Aurora,Aurora town,987,Florence
0600000US5503716550,5503716550,55,37,16550,110003360,1590965,Commonwealth,Commonwealth town,390,Florence
0600000US5503725575,5503725575,55,37,25575,232049346,1581492,Fence,Fence town,183,Florence
0600000US5503725675,5503725675,55,37,25675,87036709,3044324,Fern,Fern town,181,Florence
0600000US5503726200,5503726200,55,37,26200,398129414,10229536,Florence,Florence town,2096,Florence
0600000US5503735600,5503735600,55,37,35600,139473993,1195232,Homestead,Homestead town,383,Florence
0600000US5503745625,5503745625,55,37,45625,87919293,4834820,Long Lake,Long Lake town,178,Florence
0600000US5503779975,5503779975,55,37,79975,111233420,742897,Tipler,Tipler town,160,Florence
0600000US5503901525,5503901525,55,39,1525,93286155,482072,Alto,Alto town,1055,Fond du Lac
0600000US5503903150,5503903150,55,39,3150,91668101,623730,Ashford,Ashford town,1722,Fond du Lac
0600000US5503903750,5503903750,55,39,3750,90408001,2321892,Auburn,Auburn town,2360,Fond du Lac
0600000US5503909300,5503909300,55,39,9300,1957401,18610,Brandon,Brandon village,882,Fond du Lac
0600000US5503911600,5503911600,55,39,11600,94317643,409759,Byron,Byron town,1677,Fond du Lac
0600000US5503912075,5503912075,55,39,12075,77973452,36433596,Calumet,Calumet town,1412,Fond du Lac
0600000US5503912325,5503912325,55,39,12325,3456981,57488,Campbellsport,Campbellsport village,1907,Fond du Lac
0600000US5503922475,5503922475,55,39,22475,1554697,41442,Eden,Eden village,884,Fond du Lac
0600000US5503922500,5503922500,55,39,22500,92599045,482620,Eden,Eden town,1000,Fond du Lac
0600000US5503923150,5503923150,55,39,23150,92591016,1105851,Eldorado,Eldorado town,1399,Fond du Lac
0600000US5503924050,5503924050,55,39,24050,74119798,557019,Empire,Empire town,2774,Fond du Lac
0600000US5503925075,5503925075,55,39,25075,1903395,46749,Fairwater,Fairwater village,346,Fond du Lac
0600000US5503926275,5503926275,55,39,26275,49795171,3393281,Fond du Lac,Fond du Lac city,44678,Fond du Lac
0600000US5503926300,5503926300,55,39,26300,45367357,3147870,Fond du Lac,Fond du Lac town,3687,Fond du Lac
0600000US5503926450,5503926450,55,39,26450,92189326,1320214,Forest,Forest town,975,Fond du Lac
0600000US5503927975,5503927975,55,39,27975,42936129,45632377,Friendship,Friendship town,2748,Fond du Lac
0600000US5503939300,5503939300,55,39,39300,163167,0,Kewaskum,Kewaskum village,0,Fond du Lac
0600000US5503942125,5503942125,55,39,42125,93992610,721317,Lamartine,Lamartine town,1747,Fond du Lac
0600000US5503949650,5503949650,55,39,49650,87920982,824466,Marshfield,Marshfield town,1123,Fond du Lac
0600000US5503951450,5503951450,55,39,51450,89569235,265289,Metomen,Metomen town,689,Fond du Lac
0600000US5503954650,5503954650,55,39,54650,2736097,2870,Mount Calvary,Mount Calvary village,548,Fond du Lac
0600000US5503958000,5503958000,55,39,58000,5495958,64224,North Fond du Lac,North Fond du Lac village,5378,Fond du Lac
0600000US5503958900,5503958900,55,39,58900,2545441,11223,Oakfield,Oakfield village,1052,Fond du Lac
0600000US5503958925,5503958925,55,39,58925,91857705,751364,Oakfield,Oakfield town,681,Fond du Lac
0600000US5503960425,5503960425,55,39,60425,90102294,3809401,Osceola,Osceola town,1836,Fond du Lac
0600000US5503968175,5503968175,55,39,68175,12881398,140531,Ripon,Ripon city,7863,Fond du Lac
0600000US5503968200,5503968200,55,39,68200,79735166,941298,Ripon,Ripon town,1314,Fond du Lac
0600000US5503969525,5503969525,55,39,69525,3189032,9697,Rosendale,Rosendale village,1039,Fond du Lac
0600000US5503969550,5503969550,55,39,69550,91014909,1042997,Rosendale,Rosendale town,738,Fond du Lac
0600000US5503970500,5503970500,55,39,70500,2384078,41628,St. Cloud,St. Cloud village,489,Fond du Lac
0600000US5503976250,5503976250,55,39,76250,92637763,448319,Springvale,Springvale town,675,Fond du Lac
0600000US5503979125,5503979125,55,39,79125,77603698,13762862,Taycheedah,Taycheedah town,4554,Fond du Lac
0600000US5503984425,5503984425,55,39,84425,5674335,156572,Waupun,Waupun city,3549,Fond du Lac
0600000US5503984450,5503984450,55,39,84450,88039718,785195,Waupun,Waupun town,1373,Fond du Lac
0600000US5504101625,5504101625,55,41,1625,295494331,2761036,Alvin,Alvin town,173,Forest
0600000US5504102625,5504102625,55,41,2625,279364021,214181,Argonne,Argonne town,546,Forest
0600000US5504102950,5504102950,55,41,2950,132032957,1615650,Armstrong Creek,Armstrong Creek town,422,Forest
0600000US5504107950,5504107950,55,41,7950,170670407,956679,Blackwell,Blackwell town,152,Forest
0600000US5504113125,5504113125,55,41,13125,116262101,446496,Caswell,Caswell town,72,Forest
0600000US5504117425,5504117425,55,41,17425,13522272,2505130,Crandon,Crandon city,1713,Forest
0600000US5504117450,5504117450,55,41,17450,88052559,5011333,Crandon,Crandon town,606,Forest
0600000US5504127600,5504127600,55,41,27600,87943222,5129429,Freedom,Freedom town,324,Forest
0600000US5504134650,5504134650,55,41,34650,342394416,24465756,Hiles,Hiles town,359,Forest
0600000US5504142500,5504142500,55,41,42500,267868005,10817744,Laona,Laona town,1215,Forest
0600000US5504144375,5504144375,55,41,44375,150781033,12486533,Lincoln,Lincoln town,1133,Forest
0600000US5504155575,5504155575,55,41,55575,174017582,13456240,Nashville,Nashville town,1215,Forest
0600000US5504164050,5504164050,55,41,64050,130496626,1106843,Popple River,Popple River town,43,Forest
0600000US5504169625,5504169625,55,41,69625,99916787,250657,Ross,Ross town,132,Forest
0600000US5504183025,5504183025,55,41,83025,278062208,2370455,Wabeno,Wabeno town,1074,Forest
0600000US5504304250,5504304250,55,43,4250,1858788,52271,Bagley,Bagley village,356,Grant
0600000US5504306100,5504306100,55,43,6100,124811106,0,Beetown,Beetown town,723,Grant
0600000US5504308375,5504308375,55,43,8375,3268406,0,Bloomington,Bloomington village,741,Grant
0600000US5504308400,5504308400,55,43,8400,94229685,9349321,Bloomington,Bloomington town,331,Grant
0600000US5504308525,5504308525,55,43,8525,2360661,0,Blue River,Blue River village,457,Grant
0600000US5504308850,5504308850,55,43,8850,8326430,7913,Boscobel,Boscobel city,3286,Grant
0600000US5504308875,5504308875,55,43,8875,17158959,1203977,Boscobel,Boscobel town,379,Grant
0600000US5504313050,5504313050,55,43,13050,2689863,163729,Cassville,Cassville village,777,Grant
0600000US5504313075,5504313075,55,43,13075,86274656,8456616,Cassville,Cassville town,402,Grant
0600000US5504313100,5504313100,55,43,13100,92789629,0,Castle Rock,Castle Rock town,240,Grant
0600000US5504315500,5504315500,55,43,15500,92463149,13077,Clifton,Clifton town,380,Grant
0600000US5504317950,5504317950,55,43,17950,2532121,0,Cuba City,Cuba City city,1890,Grant
0600000US5504320175,5504320175,55,43,20175,2617094,0,Dickeyville,Dickeyville village,1015,Grant
0600000US5504323400,5504323400,55,43,23400,93770822,0,Ellenboro,Ellenboro town,580,Grant
0600000US5504325600,5504325600,55,43,25600,4481142,0,Fennimore,Fennimore city,2764,Grant
0600000US5504325625,5504325625,55,43,25625,89299698,0,Fennimore,Fennimore town,594,Grant
0600000US5504329525,5504329525,55,43,29525,88587111,3301660,Glen Haven,Glen Haven town,363,Grant
0600000US5504332825,5504332825,55,43,32825,93795475,0,Harrison,Harrison town,529,Grant
0600000US5504333500,5504333500,55,43,33500,3164394,0,Hazel Green,Hazel Green village,1151,Grant
0600000US5504333525,5504333525,55,43,33525,90939072,0,Hazel Green,Hazel Green town,1084,Grant
0600000US5504334300,5504334300,55,43,34300,93958590,0,Hickory Grove,Hickory Grove town,568,Grant
0600000US5504337800,5504337800,55,43,37800,78964734,8396272,Jamestown,Jamestown town,2181,Grant
0600000US5504342250,5504342250,55,43,42250,7791409,0,Lancaster,Lancaster city,3907,Grant
0600000US5504343825,5504343825,55,43,43825,94608512,0,Liberty,Liberty town,543,Grant
0600000US5504344050,5504344050,55,43,44050,94327980,27874,Lima,Lima town,771,Grant
0600000US5504345025,5504345025,55,43,45025,93287416,0,Little Grant,Little Grant town,314,Grant
0600000US5504345325,5504345325,55,43,45325,2147062,0,Livingston,Livingston village,625,Grant
0600000US5504349350,5504349350,55,43,49350,91759854,707458,Marion,Marion town,629,Grant
0600000US5504352150,5504352150,55,43,52150,54566166,1761705,Millville,Millville town,127,Grant
0600000US5504353950,5504353950,55,43,53950,1298520,0,Montfort,Montfort village,633,Grant
0600000US5504354675,5504354675,55,43,54675,715957,0,Mount Hope,Mount Hope village,215,Grant
0600000US5504354700,5504354700,55,43,54700,77251780,0,Mount Hope,Mount Hope town,282,Grant
0600000US5504354775,5504354775,55,43,54775,93941399,0,Mount Ida,Mount Ida town,561,Grant
0600000US5504355200,5504355200,55,43,55200,2652040,92,Muscoda,Muscoda village,1245,Grant
0600000US5504355225,5504355225,55,43,55225,86396752,2909317,Muscoda,Muscoda town,754,Grant
0600000US5504358125,5504358125,55,43,58125,93178111,28413,North Lancaster,North Lancaster town,581,Grant
0600000US5504361150,5504361150,55,43,61150,90509717,1105798,Paris,Paris town,655,Grant
0600000US5504361425,5504361425,55,43,61425,982094,0,Patch Grove,Patch Grove village,201,Grant
0600000US5504361450,5504361450,55,43,61450,85362489,0,Patch Grove,Patch Grove town,364,Grant
0600000US5504363250,5504363250,55,43,63250,16000072,0,Platteville,Platteville city,11836,Grant
0600000US5504363275,5504363275,55,43,63275,77926978,0,Platteville,Platteville town,1513,Grant
0600000US5504364625,5504364625,55,43,64625,4297350,45173,Potosi,Potosi village,646,Grant
0600000US5504364650,5504364650,55,43,64650,119340176,27199282,Potosi,Potosi town,813,Grant
0600000US5504374450,5504374450,55,43,74450,90916101,0,Smelser,Smelser town,786,Grant
0600000US5504375075,5504375075,55,43,75075,87490009,0,South Lancaster,South Lancaster town,884,Grant
0600000US5504379250,5504379250,55,43,79250,1116393,0,Tennyson,Tennyson village,348,Grant
0600000US5504383900,5504383900,55,43,83900,98432013,17223530,Waterloo,Waterloo town,552,Grant
0600000US5504384075,5504384075,55,43,84075,71296916,2972563,Watterstown,Watterstown town,372,Grant
0600000US5504387800,5504387800,55,43,87800,91869032,28604,Wingville,Wingville town,378,Grant
0600000US5504388825,5504388825,55,43,88825,644386,0,Woodman,Woodman village,118,Grant
0600000US5504388850,5504388850,55,43,88850,69436149,1769052,Woodman,Woodman town,158,Grant
0600000US5504389250,5504389250,55,43,89250,102517868,7797830,Wyalusing,Wyalusing town,336,Grant
0600000US5504500325,5504500325,55,45,325,93478783,0,Adams,Adams town,540,Green
0600000US5504500750,5504500750,55,45,750,3290424,63693,Albany,Albany village,1096,Green
0600000US5504500775,5504500775,55,45,775,88783917,264616,Albany,Albany town,1189,Green
0600000US5504506300,5504506300,55,45,6300,386313,0,Belleville,Belleville village,582,Green
0600000US5504509925,5504509925,55,45,9925,4283595,0,Brodhead,Brodhead city,3189,Green
0600000US5504510075,5504510075,55,45,10075,1463330,0,Brooklyn,Brooklyn village,498,Green
0600000US5504510100,5504510100,55,45,10100,91704791,27043,Brooklyn,Brooklyn town,1108,Green
0600000US5504510475,5504510475,55,45,10475,2728705,0,Browntown,Browntown village,245,Green
0600000US5504511725,5504511725,55,45,11725,94263685,365796,Cadiz,Cadiz town,747,Green
0600000US5504515000,5504515000,55,45,15000,94345872,0,Clarno,Clarno town,1133,Green
0600000US5504519075,5504519075,55,45,19075,88491525,491712,Decatur,Decatur town,1685,Green
0600000US5504524725,5504524725,55,45,24725,91086333,4709,Exeter,Exeter town,2156,Green
0600000US5504537875,5504537875,55,45,37875,100271337,18544,Jefferson,Jefferson town,1170,Green
0600000US5504538550,5504538550,55,45,38550,93256259,19624,Jordan,Jordan town,602,Green
0600000US5504553750,5504553750,55,45,53750,14505108,0,Monroe,Monroe city,10661,Green
0600000US5504553775,5504553775,55,45,53775,84470066,15810,Monroe,Monroe town,1291,Green
0600000US5504554000,5504554000,55,45,54000,3088544,41694,Monticello,Monticello village,1192,Green
0600000US5504554850,5504554850,55,45,54850,88767910,0,Mount Pleasant,Mount Pleasant town,619,Green
0600000US5504556700,5504556700,55,45,56700,4654635,0,New Glarus,New Glarus village,2266,Green
0600000US5504556725,5504556725,55,45,56725,88372634,0,New Glarus,New Glarus town,1393,Green
0600000US5504576075,5504576075,55,45,76075,103082939,0,Spring Grove,Spring Grove town,919,Green
0600000US5504578875,5504578875,55,45,78875,91109787,0,Sylvester,Sylvester town,1001,Green
0600000US5504583625,5504583625,55,45,83625,93155992,0,Washington,Washington town,842,Green
0600000US5504589475,5504589475,55,45,89475,93624691,0,York,York town,969,Green
0600000US5504706925,5504706925,55,47,6925,13017387,1404559,Berlin,Berlin city,5484,Green Lake
0600000US5504706950,5504706950,55,47,6950,76337427,1404549,Berlin,Berlin town,1068,Green Lake
0600000US5504710125,5504710125,55,47,10125,89247135,2541459,Brooklyn,Brooklyn town,1787,Green Lake
0600000US5504731300,5504731300,55,47,31300,4793752,68339,Green Lake,Green Lake city,1001,Green Lake
0600000US5504731350,5504731350,55,47,31350,122407509,33491430,Green Lake,Green Lake town,1169,Green Lake
0600000US5504739750,5504739750,55,47,39750,3380122,565878,Kingston,Kingston village,281,Green Lake
0600000US5504739775,5504739775,55,47,39775,73844602,2345240,Kingston,Kingston town,1079,Green Lake
0600000US5504746875,5504746875,55,47,46875,86508647,2179424,Mackford,Mackford town,495,Green Lake
0600000US5504748400,5504748400,55,47,48400,89882990,1663763,Manchester,Manchester town,1057,Green Lake
0600000US5504749450,5504749450,55,47,49450,6019665,45009,Markesan,Markesan city,1377,Green Lake
0600000US5504749500,5504749500,55,47,49500,973839,0,Marquette,Marquette village,172,Green Lake
0600000US5504749525,5504749525,55,47,49525,78583568,26093452,Marquette,Marquette town,523,Green Lake
0600000US5504765600,5504765600,55,47,65600,4015037,244620,Princeton,Princeton city,1267,Green Lake
0600000US5504765625,5504765625,55,47,65625,90034357,1943390,Princeton,Princeton town,1519,Green Lake
0600000US5504770925,5504770925,55,47,70925,84309536,2599543,St. Marie,St. Marie town,352,Green Lake
0600000US5504772525,5504772525,55,47,72525,81959203,2612009,Seneca,Seneca town,387,Green Lake
0600000US5504902550,5504902550,55,49,2550,2989635,11872,Arena,Arena village,844,Iowa
0600000US5504902575,5504902575,55,49,2575,202031404,3802800,Arena,Arena town,1486,Iowa
0600000US5504904025,5504904025,55,49,4025,5829838,507209,Avoca,Avoca village,553,Iowa
0600000US5504904775,5504904775,55,49,4775,4967105,0,Barneveld,Barneveld village,1331,Iowa
0600000US5504908125,5504908125,55,49,8125,245151,0,Blanchardville,Blanchardville village,194,Iowa
0600000US5504909600,5504909600,55,49,9600,164628377,63154,Brigham,Brigham town,1037,Iowa
0600000US5504915875,5504915875,55,49,15875,88267559,1372196,Clyde,Clyde town,292,Iowa
0600000US5504915975,5504915975,55,49,15975,2308787,0,Cobb,Cobb village,480,Iowa
0600000US5504920350,5504920350,55,49,20350,10520935,0,Dodgeville,Dodgeville city,4984,Iowa
0600000US5504920375,5504920375,55,49,20375,231350838,921483,Dodgeville,Dodgeville town,1586,Iowa
0600000US5504922525,5504922525,55,49,22525,90926587,302490,Eden,Eden town,339,Iowa
0600000US5504934450,5504934450,55,49,34450,2947370,0,Highland,Highland village,874,Iowa
0600000US5504934475,5504934475,55,49,34475,167398372,558155,Highland,Highland town,724,Iowa
0600000US5504935400,5504935400,55,49,35400,1754645,0,Hollandale,Hollandale village,306,Iowa
0600000US5504944625,5504944625,55,49,44625,2021356,0,Linden,Linden village,504,Iowa
0600000US5504944650,5504944650,55,49,44650,157178953,19556,Linden,Linden town,755,Iowa
0600000US5504945325,5504945325,55,49,45325,545460,0,Livingston,Livingston village,12,Iowa
0600000US5504951725,5504951725,55,49,51725,131163988,0,Mifflin,Mifflin town,558,Iowa
0600000US5504953100,5504953100,55,49,53100,7968091,0,Mineral Point,Mineral Point city,2581,Iowa
0600000US5504953125,5504953125,55,49,53125,152802194,244685,Mineral Point,Mineral Point town,974,Iowa
0600000US5504953950,5504953950,55,49,53950,94848,0,Montfort,Montfort village,72,Iowa
0600000US5504954425,5504954425,55,49,54425,107271948,17224,Moscow,Moscow town,582,Iowa
0600000US5504955200,5504955200,55,49,55200,1366965,0,Muscoda,Muscoda village,62,Iowa
0600000US5504965700,5504965700,55,49,65700,112030786,3253131,Pulaski,Pulaski town,357,Iowa
0600000US5504967100,5504967100,55,49,67100,1312264,0,Rewey,Rewey village,258,Iowa
0600000US5504967875,5504967875,55,49,67875,3227190,0,Ridgeway,Ridgeway village,624,Iowa
0600000US5504967900,5504967900,55,49,67900,110737336,60134,Ridgeway,Ridgeway town,563,Iowa
0600000US5504983150,5504983150,55,49,83150,108561656,0,Waldwick,Waldwick town,460,Iowa
0600000US5504989350,5504989350,55,49,89350,102930266,2736235,Wyoming,Wyoming town,317,Iowa
0600000US5505100000,5505100000,55,51,0,0,301835526,County subdivisions not defined,County subdivisions not defined,0,Iron
0600000US5505101925,5505101925,55,51,1925,215821893,923904,Anderson,Anderson town,54,Iron
0600000US5505112525,5505112525,55,51,12525,107618846,3712375,Carey,Carey town,172,Iron
0600000US5505131875,5505131875,55,51,31875,95542241,0,Gurney,Gurney town,145,Iron
0600000US5505136525,5505136525,55,51,36525,8370411,389061,Hurley,Hurley city,1558,Iron
0600000US5505139625,5505139625,55,51,39625,95778048,58984,Kimball,Kimball town,490,Iron
0600000US5505140075,5505140075,55,51,40075,243705439,2272615,Knight,Knight town,212,Iron
0600000US5505151200,5505151200,55,51,51200,436305993,42426489,Mercer,Mercer town,1649,Iron
0600000US5505154075,5505154075,55,51,54075,5751782,37389,Montreal,Montreal city,801,Iron
0600000US5505159850,5505159850,55,51,59850,193182068,7725810,Oma,Oma town,320,Iron
0600000US5505161825,5505161825,55,51,61825,83841716,10125239,Pence,Pence town,160,Iron
0600000US5505171875,5505171875,55,51,71875,171142048,174649,Saxon,Saxon town,290,Iron
0600000US5505173400,5505173400,55,51,73400,306690769,47190398,Sherman,Sherman town,286,Iron
0600000US5505300350,5505300350,55,53,350,93511309,1669380,Adams,Adams town,1389,Jackson
0600000US5505300900,5505300900,55,53,900,117979064,434218,Albion,Albion town,1197,Jackson
0600000US5505301275,5505301275,55,53,1275,150019112,66776,Alma,Alma town,1033,Jackson
0600000US5505301300,5505301300,55,53,1300,2596008,0,Alma Center,Alma Center village,487,Jackson
0600000US5505305550,5505305550,55,53,5550,137417700,7829076,Bear Bluff,Bear Bluff town,155,Jackson
0600000US5505307900,5505307900,55,53,7900,10840371,104663,Black River Falls,Black River Falls city,3523,Jackson
0600000US5505309900,5505309900,55,53,9900,122007218,1648988,Brockway,Brockway town,3035,Jackson
0600000US5505314800,5505314800,55,53,14800,228974527,5264228,City Point,City Point town,177,Jackson
0600000US5505315375,5505315375,55,53,15375,93016794,3014,Cleveland,Cleveland town,530,Jackson
0600000US5505318075,5505318075,55,53,18075,93796587,0,Curran,Curran town,301,Jackson
0600000US5505327225,5505327225,55,53,27225,94792829,0,Franklin,Franklin town,519,Jackson
0600000US5505328250,5505328250,55,53,28250,93560247,0,Garden Valley,Garden Valley town,395,Jackson
0600000US5505328325,5505328325,55,53,28325,93274852,17371,Garfield,Garfield town,756,Jackson
0600000US5505335075,5505335075,55,53,35075,2954458,0,Hixton,Hixton village,456,Jackson
0600000US5505335100,5505335100,55,53,35100,90558140,9371,Hixton,Hixton town,620,Jackson
0600000US5505337275,5505337275,55,53,37275,114875596,1249014,Irving,Irving town,853,Jackson
0600000US5505340000,5505340000,55,53,40000,178640481,6092235,Knapp,Knapp town,303,Jackson
0600000US5505340325,5505340325,55,53,40325,153397294,703619,Komensky,Komensky town,505,Jackson
0600000US5505348425,5505348425,55,53,48425,165428040,369448,Manchester,Manchester town,825,Jackson
0600000US5505350750,5505350750,55,53,50750,2074046,81954,Melrose,Melrose village,544,Jackson
0600000US5505350775,5505350775,55,53,50775,69835043,1798771,Melrose,Melrose town,470,Jackson
0600000US5505351300,5505351300,55,53,51300,3478964,193349,Merrillan,Merrillan village,562,Jackson
0600000US5505352050,5505352050,55,53,52050,184525380,3129945,Millston,Millston town,168,Jackson
0600000US5505357775,5505357775,55,53,57775,71637303,1748938,North Bend,North Bend town,491,Jackson
0600000US5505357975,5505357975,55,53,57975,93146665,75745,Northfield,Northfield town,674,Jackson
0600000US5505375900,5505375900,55,53,75900,94461594,48213,Springfield,Springfield town,693,Jackson
0600000US5505379150,5505379150,55,53,79150,1888135,0,Taylor,Taylor village,484,Jackson
0600000US5505504125,5505504125,55,55,4125,62588597,1395633,Aztalan,Aztalan town,1382,Jefferson
0600000US5505512225,5505512225,55,55,12225,419801,54,Cambridge,Cambridge village,99,Jefferson
0600000US5505516225,5505516225,55,55,16225,58329597,135039,Cold Spring,Cold Spring town,737,Jefferson
0600000US5505516650,5505516650,55,55,16650,92368908,1624968,Concord,Concord town,1981,Jefferson
0600000US5505525300,5505525300,55,55,25300,90997136,243280,Farmington,Farmington town,1407,Jefferson
0600000US5505526675,5505526675,55,55,26675,14658054,368187,Fort Atkinson,Fort Atkinson city,12579,Jefferson
0600000US5505533700,5505533700,55,55,33700,74801424,257386,Hebron,Hebron town,1043,Jefferson
0600000US5505537600,5505537600,55,55,37600,92636169,1264797,Ixonia,Ixonia town,5120,Jefferson
0600000US5505537900,5505537900,55,55,37900,15079305,535627,Jefferson,Jefferson city,7793,Jefferson
0600000US5505537925,5505537925,55,55,37925,110071454,1162297,Jefferson,Jefferson town,2067,Jefferson
0600000US5505538350,5505538350,55,55,38350,7847753,30365,Johnson Creek,Johnson Creek village,3318,Jefferson
0600000US5505540375,5505540375,55,55,40375,107333337,3058183,Koshkonong,Koshkonong town,3763,Jefferson
0600000US5505540750,5505540750,55,55,40750,771395,0,Lac La Belle,Lac La Belle village,2,Jefferson
0600000US5505541675,5505541675,55,55,41675,10805774,802543,Lake Mills,Lake Mills city,6211,Jefferson
0600000US5505541700,5505541700,55,55,41700,78558350,5843681,Lake Mills,Lake Mills town,2196,Jefferson
0600000US5505551850,5505551850,55,55,51850,87486324,3039689,Milford,Milford town,1106,Jefferson
0600000US5505559125,5505559125,55,55,59125,89694825,3774791,Oakland,Oakland town,3231,Jefferson
0600000US5505561025,5505561025,55,55,61025,5580336,132083,Palmyra,Palmyra village,1719,Jefferson
0600000US5505561050,5505561050,55,55,61050,87405481,1125613,Palmyra,Palmyra town,1220,Jefferson
0600000US5505578175,5505578175,55,55,78175,2934275,6963,Sullivan,Sullivan village,651,Jefferson
0600000US5505578200,5505578200,55,55,78200,90284276,2044246,Sullivan,Sullivan town,2295,Jefferson
0600000US5505578475,5505578475,55,55,78475,42213163,39119205,Sumner,Sumner town,846,Jefferson
0600000US5505583925,5505583925,55,55,83925,9826992,191980,Waterloo,Waterloo city,3492,Jefferson
0600000US5505583950,5505583950,55,55,83950,83682600,88312,Waterloo,Waterloo town,867,Jefferson
0600000US5505583975,5505583975,55,55,83975,20640169,590852,Watertown,Watertown city,14674,Jefferson
0600000US5505584000,5505584000,55,55,84000,96897403,1149955,Watertown,Watertown town,1933,Jefferson
0600000US5505586925,5505586925,55,55,86925,7395512,0,Whitewater,Whitewater city,3168,Jefferson
0600000US5505702850,5505702850,55,57,2850,171089773,32817093,Armenia,Armenia town,705,Juneau
0600000US5505712350,5505712350,55,57,12350,2591614,0,Camp Douglas,Camp Douglas village,647,Juneau
0600000US5505715225,5505715225,55,57,15225,92521417,0,Clearfield,Clearfield town,702,Juneau
0600000US5505718225,5505718225,55,57,18225,134589043,5304350,Cutler,Cutler town,300,Juneau
0600000US5505723800,5505723800,55,57,23800,5091766,0,Elroy,Elroy city,1356,Juneau
0600000US5505725850,5505725850,55,57,25850,98845917,754215,Finley,Finley town,88,Juneau
