GEOID,GEOCODE,STATE,SLDU18,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
619U600US5501801140,5501801140,55,18,,,1140,63236363,3936710,Berlin Area School District,Berlin Area School District (part),742
619U600US5501802160,5501802160,55,18,,,2160,27329520,28166,Campbellsport School District,Campbellsport School District (part),561
619U600US5501804680,5501804680,55,18,,,4680,204001879,3614096,Fond du Lac School District,Fond du Lac School District (part),54614
619U600US5501808220,5501808220,55,18,,,8220,35297023,206423,Lomira School District,Lomira School District (part),635
619U600US5501810530,5501810530,55,18,,,10530,53328799,130578,New Holstein School District,New Holstein School District (part),1265
619U600US5501810740,5501810740,55,18,,,10740,72727470,458304,North Fond du Lac School District,North Fond du Lac School District,8814
619U600US5501810860,5501810860,55,18,,,10860,157632303,951606,Oakfield School District,Oakfield School District (part),3208
619U600US5501810980,5501810980,55,18,,,10980,196952129,6745783,Omro School District,Omro School District (part),7553
619U600US5501811190,5501811190,55,18,,,11190,252177714,2353723,Oshkosh Area School District,Oshkosh Area School District (part),79965
619U600US5501813020,5501813020,55,18,,,13020,106898009,8779989,Ripon Area School District,Ripon Area School District (part),1129
619U600US5501813100,5501813100,55,18,,,13100,275676248,2923387,Rosendale-Brandon School District,Rosendale-Brandon School District (part),4066
619U600US5501815870,5501815870,55,18,,,15870,116908685,1052644,Waupun School District,Waupun School District (part),12805
619U600US5501816830,5501816830,55,18,,,16830,6527729,32614,Winneconne Community School District,Winneconne Community School District (part),481
619U600US5501899997,5501899997,55,18,,,99997,178843,306911609,School District Not Defined,School District Not Defined (part),0
619U600US5501900390,5501900390,55,19,,,390,98458518,1468518,Appleton Area School District,Appleton Area School District (part),85605
619U600US5501904920,5501904920,55,19,,,4920,5211336,0,Freedom Area School District,Freedom Area School District (part),458
619U600US5501906600,5501906600,55,19,,,6600,130233472,130262,Hortonville School District,Hortonville School District (part),14789
619U600US5501909030,5501909030,55,19,,,9030,18829426,3037957,Menasha School District,Menasha School District (part),24227
619U600US5501910320,5501910320,55,19,,,10320,151653951,3973655,Neenah School District,Neenah School District,46801
619U600US5501910590,5501910590,55,19,,,10590,74062160,320549,New London School District,New London School District (part),1628
619U600US5501910980,5501910980,55,19,,,10980,38681210,822092,Omro School District,Omro School District (part),601
619U600US5501911190,5501911190,55,19,,,11190,4604355,8025,Oshkosh Area School District,Oshkosh Area School District (part),149
619U600US5501916500,5501916500,55,19,,,16500,49197570,28256669,Weyauwega-Fremont School District,Weyauwega-Fremont School District (part),780
619U600US5501916830,5501916830,55,19,,,16830,256632902,45132583,Winneconne Community School District,Winneconne Community School District (part),9435
619U600US5501999997,5501999997,55,19,,,99997,1708,61422160,School District Not Defined,School District Not Defined (part),0
619U600US5502002160,5502002160,55,20,,,2160,430773816,8241734,Campbellsport School District,Campbellsport School District (part),9709
619U600US5502002430,5502002430,55,20,,,2430,36139627,0,Cedar Grove-Belgium Area School District,Cedar Grove-Belgium Area School District (part),2935
619U600US5502002460,5502002460,55,20,,,2460,85979613,555474,Cedarburg School District,Cedarburg School District (part),18782
619U600US5502002520,5502002520,55,20,,,2520,69231322,337463,Chilton School District,Chilton School District (part),989
619U600US5502004260,5502004260,55,20,,,4260,75676866,2146833,Elkhart Lake-Glenbeulah School District,Elkhart Lake-Glenbeulah School District (part),522
619U600US5502004680,5502004680,55,20,,,4680,1786995,12189,Fond du Lac School District,Fond du Lac School District (part),18
619U600US5502004890,5502004890,55,20,,,4890,161184276,2036207,Northern Ozaukee School District,Northern Ozaukee School District,5637
619U600US5502005160,5502005160,55,20,,,5160,29928891,0,Germantown School District,Germantown School District (part),2267
619U600US5502005610,5502005610,55,20,,,5610,1752114,10947,Grafton School District,Grafton School District (part),966
619U600US5502007380,5502007380,55,20,,,7380,364283800,2954490,Kewaskum School District,Kewaskum School District,13784
619U600US5502007440,5502007440,55,20,,,7440,24007989,219206,Kiel Area School District,Kiel Area School District (part),365
619U600US5502008220,5502008220,55,20,,,8220,9523612,29827,Lomira School District,Lomira School District (part),92
619U600US5502010530,5502010530,55,20,,,10530,260133216,1544062,New Holstein School District,New Holstein School District (part),7725
619U600US5502011070,5502011070,55,20,,,11070,2328646,27787,Oostburg School District,Oostburg School District (part),117
619U600US5502011940,5502011940,55,20,,,11940,205974983,1791762,Plymouth School District,Plymouth School District (part),4950
619U600US5502012000,5502012000,55,20,,,12000,74560757,261492,Port Washington-Saukville School District,Port Washington-Saukville School District (part),17517
619U600US5502012450,5502012450,55,20,,,12450,127564103,549350,Random Lake School District,Random Lake School District (part),2322
619U600US5502013680,5502013680,55,20,,,13680,20014348,263701,Sheboygan Falls School District,Sheboygan Falls School District (part),723
619U600US5502013950,5502013950,55,20,,,13950,201494474,2994952,Slinger School District,Slinger School District,16628
619U600US5502016290,5502016290,55,20,,,16290,256622764,4098049,West Bend School District,West Bend School District,52250
619U600US5502099997,5502099997,55,20,,,99997,0,2327561548,School District Not Defined,School District Not Defined (part),0
619U600US5502099999,5502099999,55,20,,,99999,104901161,1932935,20,Remainder of State Senate District 20,18272
619U600US5502101890,5502101890,55,21,,,1890,157722054,5916097,Burlington Area School District,Burlington Area School District (part),18146
619U600US5502107320,5502107320,55,21,,,7320,131218869,813311,Kenosha School District,Kenosha School District (part),24844
619U600US5502110170,5502110170,55,21,,,10170,13808339,4801644,Muskego-Norway School District,Muskego-Norway School District (part),4844
619U600US5502112360,5502112360,55,21,,,12360,222322423,1228860,Racine School District,Racine School District (part),74862
619U600US5502199997,5502199997,55,21,,,99997,0,2398061863,School District Not Defined,School District Not Defined (part),0
619U600US5502199999,5502199999,55,21,,,99999,749373557,16475831,21,Remainder of State Senate District 21,55506
619U600US5502207320,5502207320,55,22,,,7320,90196863,368137,Kenosha School District,Kenosha School District (part),104442
619U600US5502212360,5502212360,55,22,,,12360,37220248,477045,Racine School District,Racine School District (part),65336
619U600US5502299997,5502299997,55,22,,,99997,0,3320439,School District Not Defined,School District Not Defined (part),0
619U600US5502299999,5502299999,55,22,,,99999,6611770,18498,22,Remainder of State Senate District 22,1341
619U600US5502300030,5502300030,55,23,,,30,53195717,81812,Abbotsford School District,Abbotsford School District (part),3033
619U600US5502300061,5502300061,55,23,,,61,78683962,1644504,Chetek-Weyerhaeuser Area School District,Chetek-Weyerhaeuser Area School District (part),638
619U600US5502300210,5502300210,55,23,,,210,112884394,587227,Alma Center School District,Alma Center School District (part),647
619U600US5502300270,5502300270,55,23,,,270,13062686,2698613,Altoona School District,Altoona School District (part),8149
619U600US5502300570,5502300570,55,23,,,570,757667,0,Athens School District,Athens School District (part),0
619U600US5502300630,5502300630,55,23,,,630,417812041,5052625,Augusta School District,Augusta School District,4721
619U600US5502300870,5502300870,55,23,,,870,36941130,4591,Barron Area School District,Barron Area School District (part),512
619U600US5502301350,5502301350,55,23,,,1350,426317381,5925602,Bloomer School District,Bloomer School District,7523
619U600US5502301590,5502301590,55,23,,,1590,211582211,1679875,Boyceville Community School District,Boyceville Community School District (part),2026
619U600US5502302040,5502302040,55,23,,,2040,388594591,2004927,Cadott Community School District,Cadott Community School District,5311
619U600US5502302550,5502302550,55,23,,,2550,553933012,34314278,Chippewa Falls Area School District,Chippewa Falls Area School District,35634
619U600US5502302730,5502302730,55,23,,,2730,373081391,848961,Colby School District,Colby School District (part),6666
619U600US5502302790,5502302790,55,23,,,2790,470393370,4380896,Colfax School District,Colfax School District,4749
619U600US5502302880,5502302880,55,23,,,2880,255438894,6506374,Cornell School District,Cornell School District,2824
619U600US5502304050,5502304050,55,23,,,4050,84605194,922464,Eau Claire Area School District,Eau Claire Area School District (part),9162
619U600US5502304080,5502304080,55,23,,,4080,97883838,16870,Edgar School District,Edgar School District (part),2499
619U600US5502304200,5502304200,55,23,,,4200,24057901,0,Eleva-Strum School District,Eleva-Strum School District (part),172
619U600US5502304230,5502304230,55,23,,,4230,218220841,2749696,Elk Mound Area School District,Elk Mound Area School District (part),4985
619U600US5502304500,5502304500,55,23,,,4500,238803148,1448083,Fall Creek School District,Fall Creek School District (part),3832
619U600US5502305280,5502305280,55,23,,,5280,31915621,229725,Gilman School District,Gilman School District (part),130
619U600US5502305640,5502305640,55,23,,,5640,191082474,653002,Granton Area School District,Granton Area School District,2084
619U600US5502305970,5502305970,55,23,,,5970,384527464,4424277,Greenwood School District,Greenwood School District,3341
619U600US5502307680,5502307680,55,23,,,7680,329354395,16180451,Lake Holcombe School District,Lake Holcombe School District (part),2050
619U600US5502308250,5502308250,55,23,,,8250,296217233,511047,Loyal School District,Loyal School District,3902
619U600US5502308820,5502308820,55,23,,,8820,336504839,849406,Marshfield School District,Marshfield School District (part),21110
619U600US5502309090,5502309090,55,23,,,9090,213495914,8867707,Menomonie Area School District,Menomonie Area School District (part),4837
619U600US5502310350,5502310350,55,23,,,10350,717236401,7788972,Neillsville School District,Neillsville School District,6347
619U600US5502310440,5502310440,55,23,,,10440,185784736,15179167,New Auburn School District,New Auburn School District (part),1679
619U600US5502311220,5502311220,55,23,,,11220,698464776,1935398,Osseo-Fairchild School District,Osseo-Fairchild School District (part),5561
619U600US5502311310,5502311310,55,23,,,11310,328493963,3724045,Owen-Withee School District,Owen-Withee School District (part),4291
619U600US5502311790,5502311790,55,23,,,11790,166194790,1195491,Pittsville School District,Pittsville School District (part),695
619U600US5502312180,5502312180,55,23,,,12180,63186574,449730,Prairie Farm School District,Prairie Farm School District (part),294
619U600US5502314190,5502314190,55,23,,,14190,209558266,713192,Spencer School District,Spencer School District,4407
619U600US5502314430,5502314430,55,23,,,14430,394595149,3927347,Stanley-Boyd Area School District,Stanley-Boyd Area School District (part),7251
619U600US5502314580,5502314580,55,23,,,14580,236467029,2360842,Stratford School District,Stratford School District (part),4304
619U600US5502314820,5502314820,55,23,,,14820,336354155,1225350,Thorp School District,Thorp School District (part),4160
619U600US5502314970,5502314970,55,23,,,14970,10043276,0,Flambeau School District,Flambeau School District (part),17
619U600US5502400060,5502400060,55,24,,,60,579642804,54720257,Adams-Friendship Area School District,Adams-Friendship Area School District (part),4214
619U600US5502400240,5502400240,55,24,,,240,282619548,1871713,Almond-Bancroft School District,Almond-Bancroft School District,2504
619U600US5502400330,5502400330,55,24,,,330,254230982,4160934,Tomorrow River School District,Tomorrow River School District,5102
619U600US5502400600,5502400600,55,24,,,600,260478534,436421,Auburndale School District,Auburndale School District (part),2955
619U600US5502400780,5502400780,55,24,,,780,3070095,0,Bangor School District,Bangor School District (part),87
619U600US5502401140,5502401140,55,24,,,1140,2576676,0,Berlin Area School District,Berlin Area School District (part),46
619U600US5502401260,5502401260,55,24,,,1260,507657348,8611141,Black River Falls School District,Black River Falls School District (part),1177
619U600US5502406840,5502406840,55,24,,,6840,20468323,588005,Iola-Scandinavia School District,Iola-Scandinavia School District (part),115
619U600US5502408820,5502408820,55,24,,,8820,49945941,24354,Marshfield School District,Marshfield School District (part),945
619U600US5502409000,5502409000,55,24,,,9000,48476227,521142,Melrose-Mindoro School District,Melrose-Mindoro School District (part),275
619U600US5502410380,5502410380,55,24,,,10380,285331378,27193739,Nekoosa School District,Nekoosa School District (part),8705
619U600US5502410560,5502410560,55,24,,,10560,2319821,0,New Lisbon School District,New Lisbon School District (part),4
619U600US5502411790,5502411790,55,24,,,11790,761250996,14837835,Pittsville School District,Pittsville School District (part),3003
619U600US5502411820,5502411820,55,24,,,11820,559499895,2504007,Tri-County Area School District,Tri-County Area School District,3938
619U600US5502411970,5502411970,55,24,,,11970,143745907,17721068,Port Edwards School District,Port Edwards School District,3716
619U600US5502413140,5502413140,55,24,,,13140,242111446,3391147,Rosholt School District,Rosholt School District (part),2812
619U600US5502414160,5502414160,55,24,,,14160,475701481,770443,Sparta Area School District,Sparta Area School District (part),15049
619U600US5502414490,5502414490,55,24,,,14490,951553082,43977625,Stevens Point Area School District,Stevens Point Area School District,56883
619U600US5502414910,5502414910,55,24,,,14910,779490511,25660964,Tomah Area School District,Tomah Area School District (part),16787
619U600US5502415840,5502415840,55,24,,,15840,54740661,189561,Waupaca School District,Waupaca School District (part),739
619U600US5502415960,5502415960,55,24,,,15960,349496507,6034820,Wautoma Area School District,Wautoma Area School District (part),7184
619U600US5502416440,5502416440,55,24,,,16440,118642096,924086,Westfield School District,Westfield School District (part),1567
619U600US5502416710,5502416710,55,24,,,16710,104096241,155713,Wild Rose School District,Wild Rose School District (part),819
619U600US5502417070,5502417070,55,24,,,17070,599244748,9952579,Wisconsin Rapids School District,Wisconsin Rapids School District,35185
619U600US5502500058,5502500058,55,25,,,58,1823174818,85806914,Chequamegon School District,Chequamegon School District,6456
619U600US5502500061,5502500061,55,25,,,61,297961292,14212440,Chetek-Weyerhaeuser Area School District,Chetek-Weyerhaeuser Area School District (part),6220
619U600US5502500510,5502500510,55,25,,,510,1054909012,12159714,Ashland School District,Ashland School District,13161
619U600US5502500750,5502500750,55,25,,,750,23938750,418986,Unity School District,Unity School District (part),132
619U600US5502500870,5502500870,55,25,,,870,429436155,1156801,Barron Area School District,Barron Area School District (part),8421
619U600US5502500900,5502500900,55,25,,,900,420752201,789405,Bayfield School District,Bayfield School District,3351
619U600US5502501170,5502501170,55,25,,,1170,141163962,21565341,Birchwood School District,Birchwood School District (part),1385
619U600US5502501590,5502501590,55,25,,,1590,73615470,108594,Boyceville Community School District,Boyceville Community School District (part),539
619U600US5502501920,5502501920,55,25,,,1920,600156689,5003306,Butternut School District,Butternut School District,1151
619U600US5502502130,5502502130,55,25,,,2130,174775861,2915611,Cameron School District,Cameron School District,4941
619U600US5502502580,5502502580,55,25,,,2580,67915180,250079,Clayton School District,Clayton School District (part),509
619U600US5502502610,5502502610,55,25,,,2610,203469802,498321,Clear Lake School District,Clear Lake School District (part),2740
619U600US5502503090,5502503090,55,25,,,3090,465774483,21999842,Cumberland School District,Cumberland School District,6083
619U600US5502503810,5502503810,55,25,,,3810,1677597880,71114353,Drummond Area School District,Drummond Area School District,4231
619U600US5502504860,5502504860,55,25,,,4860,148319,0,Frederic School District,Frederic School District (part),6
619U600US5502505520,5502505520,55,25,,,5520,42391729,37014,Glenwood City School District,Glenwood City School District (part),256
619U600US5502506270,5502506270,55,25,,,6270,615812708,47166972,Hayward Community School District,Hayward Community School District (part),2657
619U600US5502506750,5502506750,55,25,,,6750,1220731686,25420026,Hurley School District,Hurley School District,4196
619U600US5502508280,5502508280,55,25,,,8280,65621886,1717225,Luck School District,Luck School District (part),174
619U600US5502508640,5502508640,55,25,,,8640,1132208921,23965198,Maple School District,Maple School District,8213
619U600US5502508970,5502508970,55,25,,,8970,516297840,6654325,Mellen School District,Mellen School District,1811
619U600US5502509150,5502509150,55,25,,,9150,436305993,42426489,Mercer School District,Mercer School District,1649
619U600US5502509720,5502509720,55,25,,,9720,1021097288,63616094,Northwood School District,Northwood School District,3305
619U600US5502510440,5502510440,55,25,,,10440,25983511,13511,New Auburn School District,New Auburn School District (part),269
619U600US5502511730,5502511730,55,25,,,11730,1491492708,27695549,Phillips School District,Phillips School District,6047
619U600US5502512030,5502512030,55,25,,,12030,751509793,2843698,South Shore School District,South Shore School District,1966
619U600US5502512180,5502512180,55,25,,,12180,166972294,125383,Prairie Farm School District,Prairie Farm School District (part),1650
619U600US5502512210,5502512210,55,25,,,12210,799659868,3401182,Prentice School District,Prentice School District (part),2647
619U600US5502512780,5502512780,55,25,,,12780,65062675,2251427,Rib Lake School District,Rib Lake School District (part),227
619U600US5502512810,5502512810,55,25,,,12810,577717827,35887537,Rice Lake Area School District,Rice Lake Area School District,16431
619U600US5502513710,5502513710,55,25,,,13710,381042324,23138173,Shell Lake School District,Shell Lake School District,3689
619U600US5502513890,5502513890,55,25,,,13890,116714269,7866236,Siren School District,Siren School District (part),760
619U600US5502513980,5502513980,55,25,,,13980,402492336,8697329,Solon Springs School District,Solon Springs School District,2281
619U600US5502514220,5502514220,55,25,,,14220,1271284280,81178290,Spooner Area School District,Spooner Area School District,10732
619U600US5502514670,5502514670,55,25,,,14670,1016123917,33509359,Superior School District,Superior School District,33546
619U600US5502514970,5502514970,55,25,,,14970,69080522,0,Flambeau School District,Flambeau School District (part),87
619U600US5502515060,5502515060,55,25,,,15060,199199548,10816625,Turtle Lake School District,Turtle Lake School District (part),2639
619U600US5502515540,5502515540,55,25,,,15540,480961776,924423,Washburn School District,Washburn School District,3862
619U600US5502516230,5502516230,55,25,,,16230,1066788008,72714361,Webster School District,Webster School District (part),4289
619U600US5502599997,5502599997,55,25,,,99997,142640295,5229652656,School District Not Defined,School District Not Defined (part),1
619U600US5502599999,5502599999,55,25,,,99999,256887278,73941941,25,Remainder of State Senate District 25,3558
619U600US5502608520,5502608520,55,26,,,8520,97561463,1968553,Madison Metropolitan School District,Madison Metropolitan School District (part),191492
619U600US5502608910,5502608910,55,26,,,8910,3869,0,McFarland School District,McFarland School District (part),0
619U600US5502609510,5502609510,55,26,,,9510,10635032,32742,Middleton-Cross Plains School District,Middleton-Cross Plains School District (part),8445
619U600US5502611100,5502611100,55,26,,,11100,133761,0,Oregon School District,Oregon School District (part),0
619U600US5502615330,5502615330,55,26,,,15330,3212219,35976,Verona Area School District,Verona Area School District (part),1882
619U600US5502699997,5502699997,55,26,,,99997,0,51860371,School District Not Defined,School District Not Defined (part),0
619U600US5502700120,5502700120,55,27,,,120,42070207,0,Albany School District,Albany School District (part),474
619U600US5502700450,5502700450,55,27,,,450,73290678,0,Argyle School District,Argyle School District (part),380
619U600US5502700810,5502700810,55,27,,,810,372023910,9194850,Baraboo School District,Baraboo School District (part),20672
619U600US5502700840,5502700840,55,27,,,840,174946798,63154,Barneveld School District,Barneveld School District,2397
619U600US5502700990,5502700990,55,27,,,990,184176084,1091778,Belleville School District,Belleville School District,5586
619U600US5502701230,5502701230,55,27,,,1230,267454062,1836077,Wisconsin Heights School District,Wisconsin Heights School District,6270
619U600US5502701310,5502701310,55,27,,,1310,220435649,17224,Pecatonica Area School District,Pecatonica Area School District (part),1605
619U600US5502703180,5502703180,55,27,,,3180,81911370,636343,DeForest Area School District,DeForest Area School District (part),7425
619U600US5502703690,5502703690,55,27,,,3690,111331125,60134,Dodgeville School District,Dodgeville School District (part),1141
619U600US5502708190,5502708190,55,27,,,8190,46257458,5866894,Lodi School District,Lodi School District (part),708
619U600US5502708520,5502708520,55,27,,,8520,3858411,366,Madison Metropolitan School District,Madison Metropolitan School District (part),1658
619U600US5502709510,5502709510,55,27,,,9510,191791540,1170170,Middleton-Cross Plains School District,Middleton-Cross Plains School District (part),35136
619U600US5502709660,5502709660,55,27,,,9660,63254836,0,Mineral Point School District,Mineral Point School District (part),329
619U600US5502709840,5502709840,55,27,,,9840,26608495,0,Monroe School District,Monroe School District (part),193
619U600US5502709900,5502709900,55,27,,,9900,132925092,41694,Monticello School District,Monticello School District (part),2333
619U600US5502709990,5502709990,55,27,,,9990,369860923,103862,Mount Horeb Area School District,Mount Horeb Area School District,13055
619U600US5502710500,5502710500,55,27,,,10500,206884230,3104,New Glarus School District,New Glarus School District,4895
619U600US5502711100,5502711100,55,27,,,11100,140344006,695568,Oregon School District,Oregon School District (part),16341
619U600US5502712060,5502712060,55,27,,,12060,305095147,23394337,Portage Community School District,Portage Community School District (part),13336
619U600US5502712120,5502712120,55,27,,,12120,1047342,0,Poynette School District,Poynette School District (part),6
619U600US5502712660,5502712660,55,27,,,12660,61254621,510882,Reedsburg School District,Reedsburg School District (part),348
619U600US5502713410,5502713410,55,27,,,13410,564295744,21240108,Sauk Prairie School District,Sauk Prairie School District (part),16473
619U600US5502714250,5502714250,55,27,,,14250,222811026,7201370,River Valley School District,River Valley School District (part),2362
619U600US5502714640,5502714640,55,27,,,14640,13706196,101665,Sun Prairie Area School District,Sun Prairie Area School District (part),2282
619U600US5502715330,5502715330,55,27,,,15330,118885884,449913,Verona Area School District,Verona Area School District (part),17015
619U600US5502715810,5502715810,55,27,,,15810,128761031,3347476,Waunakee Community School District,Waunakee Community School District (part),21811
619U600US5502717040,5502717040,55,27,,,17040,88567377,4326219,Wisconsin Dells School District,Wisconsin Dells School District (part),1274
619U600US5502804020,5502804020,55,28,,,4020,39351554,235864,East Troy Community School District,East Troy Community School District (part),805
619U600US5502804830,5502804830,55,28,,,4830,74139693,271953,Franklin Public School District,Franklin Public School District (part),29266
619U600US5502805910,5502805910,55,28,,,5910,14414516,22101,Greendale School District,Greendale School District,14854
619U600US5502805940,5502805940,55,28,,,5940,13536426,0,Greenfield School District,Greenfield School District (part),21880
619U600US5502806000,5502806000,55,28,,,6000,21144698,30660,Whitnall School District,Whitnall School District,18231
619U600US5502809600,5502809600,55,28,,,9600,7376567,0,Milwaukee School District,Milwaukee School District (part),19733
619U600US5502810060,5502810060,55,28,,,10060,83409531,2776969,Mukwonago School District,Mukwonago School District (part),8887
619U600US5502810170,5502810170,55,28,,,10170,82610034,11225369,Muskego-Norway School District,Muskego-Norway School District (part),25048
619U600US5502810470,5502810470,55,28,,,10470,53099894,527424,New Berlin School District,New Berlin School District (part),19467
619U600US5502810710,5502810710,55,28,,,10710,3191700,240579,Norris School District,Norris School District,63
619U600US5502810830,5502810830,55,28,,,10830,10594561,0,Oak Creek-Franklin School District,Oak Creek-Franklin School District (part),3524
619U600US5502815780,5502815780,55,28,,,15780,24729224,287112,Waukesha School District,Waukesha School District (part),3263
619U600US5502816260,5502816260,55,28,,,16260,468213,0,West Allis School District,West Allis School District (part),410
619U600US5502899999,5502899999,55,28,,,99999,88410214,5865431,28,Remainder of State Senate District 28,12064
619U600US5502900030,5502900030,55,29,,,30,54320986,0,Abbotsford School District,Abbotsford School District (part),650
619U600US5502900061,5502900061,55,29,,,61,257316129,10963495,Chetek-Weyerhaeuser Area School District,Chetek-Weyerhaeuser Area School District (part),1486
619U600US5502900570,5502900570,55,29,,,570,312472018,24545,Athens School District,Athens School District (part),3550
619U600US5502900600,5502900600,55,29,,,600,134000793,3720309,Auburndale School District,Auburndale School District (part),1588
619U600US5502901170,5502901170,55,29,,,1170,420288122,18982831,Birchwood School District,Birchwood School District (part),955
619U600US5502901830,5502901830,55,29,,,1830,688352960,14550840,Bruce School District,Bruce School District,3575
619U600US5502902730,5502902730,55,29,,,2730,53457896,15526,Colby School District,Colby School District (part),482
619U600US5502904080,5502904080,55,29,,,4080,113146366,18307,Edgar School District,Edgar School District (part),1122
619U600US5502905280,5502905280,55,29,,,5280,806437492,13612017,Gilman School District,Gilman School District (part),2874
619U600US5502906270,5502906270,55,29,,,6270,771390476,152417600,Hayward Community School District,Hayward Community School District (part),11761
619U600US5502907590,5502907590,55,29,,,7590,290006986,4014168,Ladysmith School District,Ladysmith School District,4963
619U600US5502907680,5502907680,55,29,,,7680,122376830,3653922,Lake Holcombe School District,Lake Holcombe School District (part),621
619U600US5502908670,5502908670,55,29,,,8670,266801444,189427,Marathon City School District,Marathon City School District (part),4453
619U600US5502908820,5502908820,55,29,,,8820,96582978,91933,Marshfield School District,Marshfield School District (part),5575
619U600US5502908940,5502908940,55,29,,,8940,901922007,3863001,Medford Area School District,Medford Area School District,13366
619U600US5502909210,5502909210,55,29,,,9210,662622,0,Merrill Area School District,Merrill Area School District (part),6
619U600US5502909960,5502909960,55,29,,,9960,550621614,50212687,Mosinee School District,Mosinee School District,13117
619U600US5502911310,5502911310,55,29,,,11310,76846440,2805,Owen-Withee School District,Owen-Withee School District (part),279
619U600US5502912780,5502912780,55,29,,,12780,658664950,6938731,Rib Lake School District,Rib Lake School District (part),3012
619U600US5502913140,5502913140,55,29,,,13140,104117783,1598537,Rosholt School District,Rosholt School District (part),923
619U600US5502913170,5502913170,55,29,,,13170,403551195,3942296,D.C. Everest Area School District,D.C. Everest Area School District,35984
619U600US5502914430,5502914430,55,29,,,14430,82407673,301679,Stanley-Boyd Area School District,Stanley-Boyd Area School District (part),554
619U600US5502914580,5502914580,55,29,,,14580,58080384,2955414,Stratford School District,Stratford School District (part),801
619U600US5502914820,5502914820,55,29,,,14820,63909744,390730,Thorp School District,Thorp School District (part),511
619U600US5502914970,5502914970,55,29,,,14970,966335268,12586165,Flambeau School District,Flambeau School District (part),4137
619U600US5502915900,5502915900,55,29,,,15900,460665127,9106909,Wausau School District,Wausau School District (part),53650
619U600US5502916860,5502916860,55,29,,,16860,1673715507,27515574,Winter School District,Winter School District,3132
619U600US5502917100,5502917100,55,29,,,17100,324697553,4962362,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),3057
619U600US5503000540,5503000540,55,30,,,540,274626,121908,Ashwaubenon School District,Ashwaubenon School District (part),0
619U600US5503002760,5503002760,55,30,,,2760,195880622,1213514,Coleman School District,Coleman School District (part),2940
619U600US5503003210,5503003210,55,30,,,3210,70059639,81786,De Pere Unified School District,De Pere Unified School District (part),16653
619U600US5503003660,5503003660,55,30,,,3660,55236232,42415,Denmark School District,Denmark School District (part),885
619U600US5503005820,5503005820,55,30,,,5820,124357288,2008065,Green Bay Area School District,Green Bay Area School District (part),103268
619U600US5503006630,5503006630,55,30,,,6630,111129521,425866,Howard-Suamico School District,Howard-Suamico School District (part),19580
619U600US5503007860,5503007860,55,30,,,7860,129312973,0,Lena School District,Lena School District (part),1276
619U600US5503008700,5503008700,55,30,,,8700,83303926,909229,Marinette School District,Marinette School District (part),13495
619U600US5503010920,5503010920,55,30,,,10920,255323927,1899902,Oconto School District,Oconto School District,7469
619U600US5503010950,5503010950,55,30,,,10950,188542573,2505761,Oconto Falls School District,Oconto Falls School District (part),4978
619U600US5503011610,5503011610,55,30,,,11610,217351138,3713514,Peshtigo School District,Peshtigo School District (part),6284
619U600US5503012330,5503012330,55,30,,,12330,53600021,10619,Pulaski Community School District,Pulaski Community School District (part),4121
619U600US5503099997,5503099997,55,30,,,99997,557822,752032841,School District Not Defined,School District Not Defined (part),0
619U600US5503100016,5503100016,55,31,,,16,461495559,325617,Blair-Taylor School District,Blair-Taylor School District,4345
619U600US5503100180,5503100180,55,31,,,180,321484053,33011847,Alma School District,Alma School District,1508
619U600US5503100210,5503100210,55,31,,,210,246321778,260125,Alma Center School District,Alma Center School District (part),2296
619U600US5503100270,5503100270,55,31,,,270,21675581,861423,Altoona School District,Altoona School District (part),2252
619U600US5503100420,5503100420,55,31,,,420,522901961,799656,Arcadia School District,Arcadia School District,6387
619U600US5503101260,5503101260,55,31,,,1260,663676335,5626861,Black River Falls School District,Black River Falls School District (part),11438
619U600US5503102700,5503102700,55,31,,,2700,408857444,46215295,Cochrane-Fountain City School District,Cochrane-Fountain City School District,4537
619U600US5503103840,5503103840,55,31,,,3840,747288977,18838544,Durand School District,Durand School District,7339
619U600US5503104050,5503104050,55,31,,,4050,412939960,9146797,Eau Claire Area School District,Eau Claire Area School District (part),77037
