GEOID,GEOCODE,STATE,SLDL18,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
629L600US5503014010,5503014010,55,30,,,14010,19504078,198631,Somerset School District,Somerset School District (part),756
629L600US5503101050,5503101050,55,31,,,1050,17725300,184791,Beloit School District,Beloit School District (part),6434
629L600US5503101080,5503101080,55,31,,,1080,20664405,259988,Beloit Turner School District,Beloit Turner School District (part),4733
629L600US5503102640,5503102640,55,31,,,2640,288000069,678622,Clinton Community School District,Clinton Community School District,5842
629L600US5503103640,5503103640,55,31,,,3640,188432374,569132,Delavan-Darien School District,Delavan-Darien School District (part),4284
629L600US5503104290,5503104290,55,31,,,4290,82239423,1051380,Elkhorn Area School District,Elkhorn Area School District (part),13771
629L600US5503107020,5503107020,55,31,,,7020,52094334,11035,Janesville School District,Janesville School District (part),1777
629L600US5503109570,5503109570,55,31,,,9570,138342819,269130,Milton School District,Milton School District (part),8843
629L600US5503116680,5503116680,55,31,,,16680,73287315,2397874,Whitewater School District,Whitewater School District (part),1767
629L600US5503116740,5503116740,55,31,,,16740,8558343,0,Williams Bay School District,Williams Bay School District (part),3029
629L600US5503199997,5503199997,55,31,,,99997,2981,4764664,School District Not Defined,School District Not Defined (part),0
629L600US5503199999,5503199999,55,31,,,99999,149511738,288195,31,Remainder of Assembly District 31,9472
629L600US5503201890,5503201890,55,32,,,1890,95133221,783290,Burlington Area School District,Burlington Area School District (part),5508
629L600US5503203640,5503203640,55,32,,,3640,59970277,7635889,Delavan-Darien School District,Delavan-Darien School District (part),12442
629L600US5503204020,5503204020,55,32,,,4020,89760320,3867290,East Troy Community School District,East Troy Community School District (part),7399
629L600US5503204290,5503204290,55,32,,,4290,119370659,236745,Elkhorn Area School District,Elkhorn Area School District (part),2551
629L600US5503216740,5503216740,55,32,,,16740,14144942,0,Williams Bay School District,Williams Bay School District (part),974
629L600US5503299997,5503299997,55,32,,,99997,34002,21018937,School District Not Defined,School District Not Defined (part),2
629L600US5503299999,5503299999,55,32,,,99999,332407874,4484074,32,Remainder of Assembly District 32,30521
629L600US5503302100,5503302100,55,33,,,2100,47457837,3673923,Cambridge School District,Cambridge School District (part),2654
629L600US5503303510,5503303510,55,33,,,3510,5962657,40431,Kettle Moraine School District,Kettle Moraine School District (part),72
629L600US5503304020,5503304020,55,33,,,4020,102538347,2473236,East Troy Community School District,East Troy Community School District (part),4038
629L600US5503304290,5503304290,55,33,,,4290,18532114,3513837,Elkhorn Area School District,Elkhorn Area School District (part),1628
629L600US5503304740,5503304740,55,33,,,4740,132977156,1567061,Fort Atkinson School District,Fort Atkinson School District (part),14603
629L600US5503307050,5503307050,55,33,,,7050,186536463,3074653,Jefferson School District,Jefferson School District (part),11692
629L600US5503307710,5503307710,55,33,,,7710,6624946,100868,Lake Mills Area School District,Lake Mills Area School District (part),71
629L600US5503310060,5503310060,55,33,,,10060,79895485,4653303,Mukwonago School District,Mukwonago School District (part),15275
629L600US5503310890,5503310890,55,33,,,10890,6805956,41708,Oconomowoc Area School District,Oconomowoc Area School District (part),246
629L600US5503311350,5503311350,55,33,,,11350,203706110,2261361,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District (part),7538
629L600US5503316680,5503316680,55,33,,,16680,62298784,80353,Whitewater School District,Whitewater School District (part),673
629L600US5503402910,5503402910,55,34,,,2910,987168330,28436611,Crandon School District,Crandon School District (part),1670
629L600US5503403860,5503403860,55,34,,,3860,1064593728,163380420,Northland Pines School District,Northland Pines School District,12168
629L600US5503404650,5503404650,55,34,,,4650,1264232456,24111637,Florence School District,Florence School District,4558
629L600US5503405580,5503405580,55,34,,,5580,132032957,1615650,Goodman-Armstrong School District,Goodman-Armstrong School District (part),422
629L600US5503407830,5503407830,55,34,,,7830,346675514,1803996,Laona School District,Laona School District (part),247
629L600US5503411710,5503411710,55,34,,,11710,241668488,38312625,Phelps School District,Phelps School District,1239
629L600US5503412720,5503412720,55,34,,,12720,729934450,65525871,Rhinelander School District,Rhinelander School District (part),19905
629L600US5503414850,5503414850,55,34,,,14850,694159459,83858329,Three Lakes School District,Three Lakes School District,4593
629L600US5503499999,5503499999,55,34,,,99999,1344417194,250185266,34,Remainder of Assembly District 34,16001
629L600US5503500360,5503500360,55,35,,,360,1295368839,6604125,Antigo School District,Antigo School District (part),16699
629L600US5503500570,5503500570,55,35,,,570,18992209,0,Athens School District,Athens School District (part),152
629L600US5503501560,5503501560,55,35,,,1560,120716501,192807,Bowler School District,Bowler School District (part),1022
629L600US5503504170,5503504170,55,35,,,4170,608685669,39617759,Elcho School District,Elcho School District (part),2747
629L600US5503508670,5503508670,55,35,,,8670,3366753,0,Marathon City School District,Marathon City School District (part),76
629L600US5503509210,5503509210,55,35,,,9210,1460291542,19263933,Merrill Area School District,Merrill Area School District (part),20135
629L600US5503512210,5503512210,55,35,,,12210,276026353,5749373,Prentice School District,Prentice School District (part),262
629L600US5503512720,5503512720,55,35,,,12720,215497979,9923157,Rhinelander School District,Rhinelander School District (part),1204
629L600US5503514940,5503514940,55,35,,,14940,1021985428,80084779,Tomahawk School District,Tomahawk School District,10286
629L600US5503515900,5503515900,55,35,,,15900,199352847,0,Wausau School District,Wausau School District (part),1519
629L600US5503517100,5503517100,55,35,,,17100,189976367,134258,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),2329
629L600US5503600360,5503600360,55,36,,,360,98310403,1817534,Antigo School District,Antigo School District (part),444
629L600US5503601470,5503601470,55,36,,,1470,102467643,4773471,Bonduel School District,Bonduel School District (part),2113
629L600US5503602760,5503602760,55,36,,,2760,289033695,8027164,Coleman School District,Coleman School District (part),1974
629L600US5503602910,5503602910,55,36,,,2910,338203857,28443600,Crandon School District,Crandon School District (part),4061
629L600US5503602970,5503602970,55,36,,,2970,709695045,30632271,Crivitz School District,Crivitz School District,6552
629L600US5503604170,5503604170,55,36,,,4170,179510392,7249144,Elcho School District,Elcho School District (part),477
629L600US5503605250,5503605250,55,36,,,5250,270067372,3795771,Gillett School District,Gillett School District,3945
629L600US5503605580,5503605580,55,36,,,5580,274083207,4795042,Goodman-Armstrong School District,Goodman-Armstrong School District (part),607
629L600US5503607830,5503607830,55,36,,,7830,270427620,10862533,Laona School District,Laona School District (part),1222
629L600US5503607860,5503607860,55,36,,,7860,98974649,17407,Lena School District,Lena School District (part),1378
629L600US5503608700,5503608700,55,36,,,8700,167758332,4498086,Marinette School District,Marinette School District (part),2064
629L600US5503609070,5503609070,55,36,,,9070,926217566,19022479,Menominee Indian School District,Menominee Indian School District (part),4255
629L600US5503610680,5503610680,55,36,,,10680,181105329,3693052,Niagara School District,Niagara School District,2454
629L600US5503610950,5503610950,55,36,,,10950,277532092,5323829,Oconto Falls School District,Oconto Falls School District (part),6191
629L600US5503611550,5503611550,55,36,,,11550,567134600,7811101,Beecher-Dunbar-Pembine School District,Beecher-Dunbar-Pembine School District,2268
629L600US5503611610,5503611610,55,36,,,11610,37740,3439,Peshtigo School District,Peshtigo School District (part),0
629L600US5503612330,5503612330,55,36,,,12330,126192619,54502,Pulaski Community School District,Pulaski Community School District (part),3624
629L600US5503613620,5503613620,55,36,,,13620,15996564,4583282,Shawano School District,Shawano School District (part),626
629L600US5503614700,5503614700,55,36,,,14700,771430559,14266351,Suring School District,Suring School District,4184
629L600US5503615390,5503615390,55,36,,,15390,883898685,23829648,Wabeno Area School District,Wabeno Area School District,3628
629L600US5503615930,5503615930,55,36,,,15930,1074212523,17094251,Wausaukee School District,Wausaukee School District,4114
629L600US5503616590,5503616590,55,36,,,16590,487366890,7998659,White Lake School District,White Lake School District,1532
629L600US5503700960,5503700960,55,37,,,960,1452662,0,Beaver Dam School District,Beaver Dam School District (part),2
629L600US5503702820,5503702820,55,37,,,2820,153980163,1099644,Columbus School District,Columbus School District (part),7291
629L600US5503703180,5503703180,55,37,,,3180,54200058,218006,DeForest Area School District,DeForest Area School District (part),11722
629L600US5503706780,5503706780,55,37,,,6780,14114118,28110,Hustisford School District,Hustisford School District (part),154
629L600US5503707260,5503707260,55,37,,,7260,46852323,729513,Dodgeland School District,Dodgeland School District (part),1450
629L600US5503708790,5503708790,55,37,,,8790,30908523,84296,Marshall School District,Marshall School District (part),222
629L600US5503710890,5503710890,55,37,,,10890,59682895,1027996,Oconomowoc Area School District,Oconomowoc Area School District (part),4292
629L600US5503714640,5503714640,55,37,,,14640,81381792,606968,Sun Prairie Area School District,Sun Prairie Area School District (part),4086
629L600US5503715720,5503715720,55,37,,,15720,145097537,2781370,Waterloo School District,Waterloo School District (part),4955
629L600US5503715750,5503715750,55,37,,,15750,279250405,3300099,Watertown School District,Watertown School District (part),26896
629L600US5503799999,5503799999,55,37,,,99999,13814487,347277,37,Remainder of Assembly District 37,112
629L600US5503802100,5503802100,55,38,,,2100,105467585,861102,Cambridge School District,Cambridge School District (part),3292
629L600US5503803270,5503803270,55,38,,,3270,84679878,337924,Deerfield Community School District,Deerfield Community School District (part),3987
629L600US5503803510,5503803510,55,38,,,3510,8081875,376106,Kettle Moraine School District,Kettle Moraine School District (part),369
629L600US5503807050,5503807050,55,38,,,7050,85757699,734914,Jefferson School District,Jefferson School District (part),1325
629L600US5503807170,5503807170,55,38,,,7170,107898864,1555868,Johnson Creek School District,Johnson Creek School District,5049
629L600US5503807710,5503807710,55,38,,,7710,185925992,9014956,Lake Mills Area School District,Lake Mills Area School District (part),9867
629L600US5503808790,5503808790,55,38,,,8790,93120206,1397801,Marshall School District,Marshall School District (part),5204
629L600US5503810890,5503810890,55,38,,,10890,146443037,14259861,Oconomowoc Area School District,Oconomowoc Area School District (part),28288
629L600US5503814550,5503814550,55,38,,,14550,9086139,28012,Stoughton Area School District,Stoughton Area School District (part),147
629L600US5503815720,5503815720,55,38,,,15720,60491859,54409,Waterloo School District,Waterloo School District (part),586
629L600US5503815750,5503815750,55,38,,,15750,132654417,2203344,Watertown School District,Watertown School District (part),2806
629L600US5503899999,5503899999,55,38,,,99999,5641292,40284,38,Remainder of Assembly District 38,726
629L600US5503900960,5503900960,55,39,,,960,131392199,427825,Beaver Dam School District,Beaver Dam School District (part),21030
629L600US5503906570,5503906570,55,39,,,6570,75128014,4960782,Horicon School District,Horicon School District (part),5095
629L600US5503906780,5503906780,55,39,,,6780,113395807,9257464,Hustisford School District,Hustisford School District (part),3074
629L600US5503907260,5503907260,55,39,,,7260,168750132,1534665,Dodgeland School District,Dodgeland School District (part),4522
629L600US5503908220,5503908220,55,39,,,8220,144604484,1165518,Lomira School District,Lomira School District (part),6246
629L600US5503908880,5503908880,55,39,,,8880,241357744,7380045,Mayville School District,Mayville School District,7971
629L600US5503910860,5503910860,55,39,,,10860,4061408,0,Oakfield School District,Oakfield School District (part),31
629L600US5503910890,5503910890,55,39,,,10890,55514861,216333,Oconomowoc Area School District,Oconomowoc Area School District (part),2079
629L600US5503912420,5503912420,55,39,,,12420,12732,11149928,Randolph School District,Randolph School District (part),0
629L600US5503915750,5503915750,55,39,,,15750,16640617,90764,Watertown School District,Watertown School District (part),125
629L600US5503999999,5503999999,55,39,,,99999,227507664,1545963,39,Remainder of Assembly District 39,8019
629L600US5504001140,5504001140,55,40,,,1140,260484919,10574735,Berlin Area School District,Berlin Area School District (part),2524
629L600US5504002670,5504002670,55,40,,,2670,92999359,807428,Clintonville School District,Clintonville School District (part),1270
629L600US5504006840,5504006840,55,40,,,6840,318269392,5748779,Iola-Scandinavia School District,Iola-Scandinavia School District (part),4456
629L600US5504008550,5504008550,55,40,,,8550,252035199,4732984,Manawa School District,Manawa School District (part),4844
629L600US5504008730,5504008730,55,40,,,8730,192312499,1990173,Marion School District,Marion School District (part),2576
629L600US5504010590,5504010590,55,40,,,10590,161367433,5715693,New London School District,New London School District (part),11759
629L600US5504013140,5504013140,55,40,,,13140,49289699,110148,Rosholt School District,Rosholt School District (part),190
629L600US5504014880,5504014880,55,40,,,14880,12371210,15607,Tigerton School District,Tigerton School District (part),9
629L600US5504015840,5504015840,55,40,,,15840,349005048,9041771,Waupaca School District,Waupaca School District (part),15090
629L600US5504015960,5504015960,55,40,,,15960,107729143,1900620,Wautoma Area School District,Wautoma Area School District (part),4025
629L600US5504016500,5504016500,55,40,,,16500,308384102,16541515,Weyauwega-Fremont School District,Weyauwega-Fremont School District (part),6189
629L600US5504016710,5504016710,55,40,,,16710,265593656,5788985,Wild Rose School District,Wild Rose School District (part),4206
629L600US5504100060,5504100060,55,41,,,60,607128508,24513740,Adams-Friendship Area School District,Adams-Friendship Area School District (part),9710
629L600US5504100810,5504100810,55,41,,,810,613996,0,Baraboo School District,Baraboo School District (part),24
629L600US5504101140,5504101140,55,41,,,1140,187543626,5747713,Berlin Area School District,Berlin Area School District (part),7116
629L600US5504105880,5504105880,55,41,,,5880,80109768,2102331,Green Lake School District,Green Lake School District,2732
629L600US5504108760,5504108760,55,41,,,8760,262202155,59306121,Markesan School District,Markesan School District (part),3633
629L600US5504109870,5504109870,55,41,,,9870,309650877,12945917,Montello School District,Montello School District (part),5139
629L600US5504112300,5504112300,55,41,,,12300,226421700,7370102,Princeton School District,Princeton School District,3182
629L600US5504113020,5504113020,55,41,,,13020,120704817,1219341,Ripon Area School District,Ripon Area School District (part),9424
629L600US5504116440,5504116440,55,41,,,16440,584157296,6731800,Westfield School District,Westfield School District (part),7364
629L600US5504117040,5504117040,55,41,,,17040,262549961,10079540,Wisconsin Dells School District,Wisconsin Dells School District (part),9419
629L600US5504200960,5504200960,55,42,,,960,151695070,173140,Beaver Dam School District,Beaver Dam School District (part),2068
629L600US5504202070,5504202070,55,42,,,2070,217180593,976119,Cambria-Friesland School District,Cambria-Friesland School District,2416
629L600US5504202820,5504202820,55,42,,,2820,190685801,635001,Columbus School District,Columbus School District (part),1310
629L600US5504203180,5504203180,55,42,,,3180,90912335,855078,DeForest Area School District,DeForest Area School District (part),2929
629L600US5504204530,5504204530,55,42,,,4530,122606248,2689120,Fall River School District,Fall River School District,3085
629L600US5504206570,5504206570,55,42,,,6570,57919053,1014246,Horicon School District,Horicon School District (part),623
629L600US5504208190,5504208190,55,42,,,8190,191142334,12725421,Lodi School District,Lodi School District (part),9021
629L600US5504208760,5504208760,55,42,,,8760,173764093,3205815,Markesan School District,Markesan School District (part),2864
629L600US5504209870,5504209870,55,42,,,9870,132350401,3132085,Montello School District,Montello School District (part),1441
629L600US5504211370,5504211370,55,42,,,11370,230727836,7902744,Pardeeville Area School District,Pardeeville Area School District,6822
629L600US5504212060,5504212060,55,42,,,12060,219221696,9796193,Portage Community School District,Portage Community School District (part),4017
629L600US5504212120,5504212120,55,42,,,12120,242062268,5558761,Poynette School District,Poynette School District (part),6775
629L600US5504212420,5504212420,55,42,,,12420,153355147,12774957,Randolph School District,Randolph School District (part),3256
629L600US5504212990,5504212990,55,42,,,12990,194415629,3640090,Rio Community School District,Rio Community School District,3015
629L600US5504213020,5504213020,55,42,,,13020,34411337,81925,Ripon Area School District,Ripon Area School District (part),225
629L600US5504213100,5504213100,55,42,,,13100,63469144,166953,Rosendale-Brandon School District,Rosendale-Brandon School District (part),1409
629L600US5504213410,5504213410,55,42,,,13410,1258704,0,Sauk Prairie School District,Sauk Prairie School District (part),7
629L600US5504215810,5504215810,55,42,,,15810,12457703,166067,Waunakee Community School District,Waunakee Community School District (part),135
629L600US5504215870,5504215870,55,42,,,15870,317905084,22389860,Waupun School District,Waupun School District (part),6307
629L600US5504216440,5504216440,55,42,,,16440,14132577,10410,Westfield School District,Westfield School District (part),118
629L600US5504217040,5504217040,55,42,,,17040,33034054,928427,Wisconsin Dells School District,Wisconsin Dells School District (part),479
629L600US5504302100,5504302100,55,43,,,2100,12072755,95680,Cambridge School District,Cambridge School District (part),191
629L600US5504304110,5504304110,55,43,,,4110,219381913,8601701,Edgerton School District,Edgerton School District,12681
629L600US5504304440,5504304440,55,43,,,4440,101842990,240282,Evansville Community School District,Evansville Community School District (part),1632
629L600US5504304740,5504304740,55,43,,,4740,120017579,42710574,Fort Atkinson School District,Fort Atkinson School District (part),3933
629L600US5504307020,5504307020,55,43,,,7020,92278114,2056915,Janesville School District,Janesville School District (part),4537
629L600US5504309570,5504309570,55,43,,,9570,160809715,2795918,Milton School District,Milton School District (part),10171
629L600US5504311100,5504311100,55,43,,,11100,36901285,221428,Oregon School District,Oregon School District (part),3973
629L600US5504311130,5504311130,55,43,,,11130,140743103,177139,Parkview School District,Parkview School District (part),2412
629L600US5504311350,5504311350,55,43,,,11350,502375,0,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District (part),0
629L600US5504314550,5504314550,55,43,,,14550,116268834,1910921,Stoughton Area School District,Stoughton Area School District (part),1958
629L600US5504316680,5504316680,55,43,,,16680,214039414,3981017,Whitewater School District,Whitewater School District (part),18004
629L600US5504407020,5504407020,55,44,,,7020,72793276,1555076,Janesville School District,Janesville School District (part),57596
629L600US5504409570,5504409570,55,44,,,9570,2021140,0,Milton School District,Milton School District (part),978
629L600US5504500120,5504500120,55,45,,,120,141127516,328309,Albany School District,Albany School District (part),2672
629L600US5504501050,5504501050,55,45,,,1050,23226734,677379,Beloit School District,Beloit School District (part),29701
629L600US5504501080,5504501080,55,45,,,1080,59981518,1590657,Beloit Turner School District,Beloit Turner School District (part),4454
629L600US5504501740,5504501740,55,45,,,1740,261782870,1748847,Brodhead School District,Brodhead School District,6277
629L600US5504504440,5504504440,55,45,,,4440,156268820,554349,Evansville Community School District,Evansville Community School District (part),8321
629L600US5504507230,5504507230,55,45,,,7230,140379962,18544,Juda School District,Juda School District,1281
629L600US5504509840,5504509840,55,45,,,9840,81718238,0,Monroe School District,Monroe School District (part),1053
629L600US5504509900,5504509900,55,45,,,9900,34015052,0,Monticello School District,Monticello School District (part),215
629L600US5504511100,5504511100,55,45,,,11100,1932170,0,Oregon School District,Oregon School District (part),53
629L600US5504511130,5504511130,55,45,,,11130,185103666,460402,Parkview School District,Parkview School District (part),3623
629L600US5504514550,5504514550,55,45,,,14550,781159,791,Stoughton Area School District,Stoughton Area School District (part),14
629L600US5504602100,5504602100,55,46,,,2100,371497,0,Cambridge School District,Cambridge School District (part),1
629L600US5504603180,5504603180,55,46,,,3180,1596545,0,DeForest Area School District,DeForest Area School District (part),1591
629L600US5504603270,5504603270,55,46,,,3270,20288072,55373,Deerfield Community School District,Deerfield Community School District (part),455
629L600US5504608790,5504608790,55,46,,,8790,19931635,0,Marshall School District,Marshall School District (part),325
629L600US5504608910,5504608910,55,46,,,8910,4559057,9641,McFarland School District,McFarland School District (part),164
629L600US5504609810,5504609810,55,46,,,9810,33125610,21548,Monona Grove School District,Monona Grove School District (part),9056
629L600US5504614550,5504614550,55,46,,,14550,132364687,7236219,Stoughton Area School District,Stoughton Area School District (part),17436
629L600US5504614640,5504614640,55,46,,,14640,91568220,55500,Sun Prairie Area School District,Sun Prairie Area School District (part),36064
629L600US5504708520,5504708520,55,47,,,8520,39072661,254406,Madison Metropolitan School District,Madison Metropolitan School District (part),26356
629L600US5504708910,5504708910,55,47,,,8910,45767547,11981870,McFarland School District,McFarland School District (part),12439
629L600US5504709810,5504709810,55,47,,,9810,31637398,321139,Monona Grove School District,Monona Grove School District (part),9761
629L600US5504711100,5504711100,55,47,,,11100,40852405,787544,Oregon School District,Oregon School District (part),2985
629L600US5504714550,5504714550,55,47,,,14550,18230986,6846946,Stoughton Area School District,Stoughton Area School District (part),1684
629L600US5504714640,5504714640,55,47,,,14640,619479,0,Sun Prairie Area School District,Sun Prairie Area School District (part),20
629L600US5504715330,5504715330,55,47,,,15330,17069647,190291,Verona Area School District,Verona Area School District (part),10401
629L600US5504803180,5504803180,55,48,,,3180,6203259,1134,DeForest Area School District,DeForest Area School District (part),1209
629L600US5504808520,5504808520,55,48,,,8520,49839441,1402224,Madison Metropolitan School District,Madison Metropolitan School District (part),54263
629L600US5504808910,5504808910,55,48,,,8910,133054,0,McFarland School District,McFarland School District (part),0
629L600US5504814640,5504814640,55,48,,,14640,15787480,0,Sun Prairie Area School District,Sun Prairie Area School District (part),8282
629L600US5504815810,5504815810,55,48,,,15810,638273,28379,Waunakee Community School District,Waunakee Community School District (part),0
629L600US5504900017,5504900017,55,49,,,17,544263766,21463871,River Ridge School District,River Ridge School District,3479
629L600US5504901110,5504901110,55,49,,,1110,47391164,0,Benton School District,Benton School District (part),1243
629L600US5504901500,5504901500,55,49,,,1500,258322086,4930666,Boscobel Area School District,Boscobel Area School District (part),4900
629L600US5504902400,5504902400,55,49,,,2400,242957273,19147140,Cassville School District,Cassville School District,1810
629L600US5504903030,5504903030,55,49,,,3030,166732974,258432,Cuba City School District,Cuba City School District (part),4668
629L600US5504904590,5504904590,55,49,,,4590,381174084,0,Fennimore Community School District,Fennimore Community School District,5046
629L600US5504904980,5504904980,55,49,,,4980,410221,0,North Crawford School District,North Crawford School District (part),0
629L600US5504906300,5504906300,55,49,,,6300,148946036,6214997,Southwestern Wisconsin School District,Southwestern Wisconsin School District,3949
629L600US5504906420,5504906420,55,49,,,6420,33539315,0,Highland School District,Highland School District (part),64
629L600US5504906480,5504906480,55,49,,,6480,11613589,0,Hillsboro School District,Hillsboro School District (part),116
629L600US5504906870,5504906870,55,49,,,6870,179784995,41681,Iowa-Grant School District,Iowa-Grant School District (part),2085
629L600US5504907560,5504907560,55,49,,,7560,3537587,0,La Farge School District,La Farge School District (part),15
629L600US5504907770,5504907770,55,49,,,7770,372994263,28413,Lancaster Community School District,Lancaster Community School District,6358
629L600US5504910140,5504910140,55,49,,,10140,335310615,8656666,Riverdale School District,Riverdale School District (part),3648
629L600US5504911850,5504911850,55,49,,,11850,353842939,27874,Platteville School District,Platteville School District (part),15238
629L600US5504912090,5504912090,55,49,,,12090,166510710,37768747,Potosi School District,Potosi School District,2171
629L600US5504912540,5504912540,55,49,,,12540,187016487,1769,Kickapoo Area School District,Kickapoo Area School District (part),1268
629L600US5504912960,5504912960,55,49,,,12960,277419920,18868,Richland School District,Richland School District (part),1883
629L600US5505000810,5505000810,55,50,,,810,29664878,151558,Baraboo School District,Baraboo School District (part),473
629L600US5505004380,5505004380,55,50,,,4380,262521586,138149,Royall School District,Royall School District (part),3513
629L600US5505006480,5505006480,55,50,,,6480,123456502,48472,Hillsboro School District,Hillsboro School District (part),1100
629L600US5505006960,5505006960,55,50,,,6960,22709997,0,Ithaca School District,Ithaca School District (part),132
629L600US5505008850,5505008850,55,50,,,8850,528564935,9906403,Mauston School District,Mauston School District,10052
629L600US5505010230,5505010230,55,50,,,10230,553316758,59931699,Necedah Area School District,Necedah Area School District,4973
629L600US5505010380,5505010380,55,50,,,10380,92208609,16209755,Nekoosa School District,Nekoosa School District (part),325
629L600US5505010560,5505010560,55,50,,,10560,291743696,1266100,New Lisbon School District,New Lisbon School District (part),5213
629L600US5505012660,5505012660,55,50,,,12660,528105043,6578838,Reedsburg School District,Reedsburg School District (part),17290
629L600US5505012960,5505012960,55,50,,,12960,320601667,242562,Richland School District,Richland School District (part),7700
629L600US5505014910,5505014910,55,50,,,14910,235241450,6775109,Tomah Area School District,Tomah Area School District (part),1399
629L600US5505016470,5505016470,55,50,,,16470,141256758,263147,Weston School District,Weston School District (part),1193
629L600US5505017040,5505017040,55,50,,,17040,83028226,4507496,Wisconsin Dells School District,Wisconsin Dells School District (part),2271
629L600US5505017130,5505017130,55,50,,,17130,245222656,1469088,Wonewoc-Union Center School District,Wonewoc-Union Center School District,3079
629L600US5505100450,5505100450,55,51,,,450,141102026,178282,Argyle School District,Argyle School District (part),1467
629L600US5505101020,5505101020,55,51,,,1020,263438840,300026,Belmont Community School District,Belmont Community School District,2212
629L600US5505101110,5505101110,55,51,,,1110,35988203,0,Benton School District,Benton School District (part),276
629L600US5505101310,5505101310,55,51,,,1310,74522890,55767,Pecatonica Area School District,Pecatonica Area School District (part),1222
629L600US5505103030,5505103030,55,51,,,3030,37998887,0,Cuba City School District,Cuba City School District (part),258
629L600US5505103150,5505103150,55,51,,,3150,414372182,1873696,Darlington Community School District,Darlington Community School District,5069
629L600US5505103690,5505103690,55,51,,,3690,383683012,941039,Dodgeville School District,Dodgeville School District (part),7245
629L600US5505105730,5505105730,55,51,,,5730,345445690,171482,Black Hawk School District,Black Hawk School District,2513
629L600US5505106420,5505106420,55,51,,,6420,153250278,558155,Highland School District,Highland School District (part),1515
629L600US5505106870,5505106870,55,51,,,6870,243834704,302490,Iowa-Grant School District,Iowa-Grant School District (part),2252
629L600US5505106960,5505106960,55,51,,,6960,205951462,44278,Ithaca School District,Ithaca School District (part),1542
629L600US5505109660,5505109660,55,51,,,9660,282599408,250893,Mineral Point School District,Mineral Point School District (part),3943
629L600US5505109840,5505109840,55,51,,,9840,302425296,354779,Monroe School District,Monroe School District (part),14173
629L600US5505110140,5505110140,55,51,,,10140,156340233,5087517,Riverdale School District,Riverdale School District (part),1163
629L600US5505111850,5505111850,55,51,,,11850,24621503,0,Platteville School District,Platteville School District (part),360
629L600US5505112660,5505112660,55,51,,,12660,24862988,521242,Reedsburg School District,Reedsburg School District (part),112
629L600US5505112960,5505112960,55,51,,,12960,79218408,1041063,Richland School District,Richland School District (part),1108
629L600US5505113410,5505113410,55,51,,,13410,9247983,14847,Sauk Prairie School District,Sauk Prairie School District (part),36
629L600US5505113830,5505113830,55,51,,,13830,249775168,0,Shullsburg School District,Shullsburg School District,2036
629L600US5505114250,5505114250,55,51,,,14250,525816536,12713315,River Valley School District,River Valley School District (part),7087
629L600US5505116470,5505116470,55,51,,,16470,116370545,191719,Weston School District,Weston School District (part),1289
629L600US5505202160,5505202160,55,52,,,2160,27329520,28166,Campbellsport School District,Campbellsport School District (part),561
629L600US5505204680,5505204680,55,52,,,4680,203431048,3611195,Fond du Lac School District,Fond du Lac School District (part),54040
629L600US5505208220,5505208220,55,52,,,8220,35297023,206423,Lomira School District,Lomira School District (part),635
629L600US5505210530,5505210530,55,52,,,10530,53328799,130578,New Holstein School District,New Holstein School District (part),1265
629L600US5505210740,5505210740,55,52,,,10740,9681095,81207,North Fond du Lac School District,North Fond du Lac School District (part),987
629L600US5505210860,5505210860,55,52,,,10860,123659093,695341,Oakfield School District,Oakfield School District (part),2291
629L600US5505213100,5505213100,55,52,,,13100,4923456,116203,Rosendale-Brandon School District,Rosendale-Brandon School District (part),32
629L600US5505215870,5505215870,55,52,,,15870,6702756,149247,Waupun School District,Waupun School District (part),37
629L600US5505299997,5505299997,55,52,,,99997,0,53685954,School District Not Defined,School District Not Defined (part),0
629L600US5505301140,5505301140,55,53,,,1140,63236363,3936710,Berlin Area School District,Berlin Area School District (part),742
629L600US5505304680,5505304680,55,53,,,4680,570831,2901,Fond du Lac School District,Fond du Lac School District (part),574
629L600US5505310740,5505310740,55,53,,,10740,63046375,377097,North Fond du Lac School District,North Fond du Lac School District (part),7827
629L600US5505310860,5505310860,55,53,,,10860,33973210,256265,Oakfield School District,Oakfield School District (part),917
629L600US5505310980,5505310980,55,53,,,10980,196952129,6745783,Omro School District,Omro School District (part),7553
629L600US5505311190,5505311190,55,53,,,11190,202382699,1362328,Oshkosh Area School District,Oshkosh Area School District (part),22554
629L600US5505313020,5505313020,55,53,,,13020,106898009,8779989,Ripon Area School District,Ripon Area School District (part),1129
629L600US5505313100,5505313100,55,53,,,13100,270752792,2807184,Rosendale-Brandon School District,Rosendale-Brandon School District (part),4034
629L600US5505315870,5505315870,55,53,,,15870,110205929,903397,Waupun School District,Waupun School District (part),12768
629L600US5505316830,5505316830,55,53,,,16830,6527729,32614,Winneconne Community School District,Winneconne Community School District (part),481
629L600US5505399997,5505399997,55,53,,,99997,143136,176488590,School District Not Defined,School District Not Defined (part),0
629L600US5505411190,5505411190,55,54,,,11190,49795015,991395,Oshkosh Area School District,Oshkosh Area School District (part),57411
